"slug","symbol","date","open","close","market_cap","rank","ret","cum_ret","log_ret","cum_log_ret","Code","market_cap_category"
"hathor","HTR",2022-02-11,0.81,0.72,162388272.3,858,-0.11,1.49,-0.12,0.89,"CW2020","Under 500M"
"monero","XMR",2023-04-17,163.63,159.56,2914706491,48,-0.02,50.04,-0.03,4.02,"PB2024","Under 10B"
"bitcoin-sv","BSV",2023-07-21,38.01,38.15,734943497.1,70,0,-0.63,0,-1.04,"PB2024","Under 1B"
"tezos","XTZ",2021-12-05,4.14,3.87,3366951568,84,-0.07,-0.35,-0.07,-0.42,"CW2020","Under 10B"
"aleph-im","ALEPH",2024-02-10,0.3,0.3,74638264.09,544,0,0.72,0,0.4,"PB2024","Under 100M"
"hifi-finance-new","HIFI",2023-10-17,0.59,0.55,52526365.26,446,-0.07,0.06,-0.07,0.08,"PB2024","Under 100M"
"phala-network","PHA",2021-05-18,1.17,1.24,219420175.2,365,0.06,5.33,0.06,1.85,"CW2020","Under 500M"
"adx-net","ADX",2024-01-03,0.19,0.19,26490391.12,756,0,-0.88,0,-1.97,"PB2024","Under 50M"
"boson-protocol","BOSON",2021-11-01,3,2.72,161213805.9,509,-0.09,-0.43,-0.1,-0.54,"BR2020","Under 500M"
"ethereum","ETH",2022-06-28,1193.25,1144.58,1.38879e+11,2,-0.04,214.17,-0.04,5.39,"CW2020","Under 200B"
"fox-token","FOX",2022-09-27,0.04,0.04,16025264.08,736,0,-0.94,0,-2.77,"CW2020","Under 50M"
"polkadot-new","DOT",2023-06-27,5.03,5.1,6136399279,14,0.01,0.42,0.01,0.47,"PB2024","Under 10B"
"mobox","MBOX",2022-02-21,2.89,2.62,209604954.6,411,-0.09,-0.16,-0.1,-0.17,"CW2020","Under 500M"
"tether-gold","XAUt",2021-03-02,1746.63,1739.9,0,125,0,0.14,0,0.1,"CW2020","Under 50M"
"curve-dao-token","CRV",2023-02-09,1.14,0.97,705294814,130,-0.15,-0.95,-0.16,-2.92,"PB2024","Under 1B"
"hackenai","HAI",2021-12-31,0.15,0.15,66472787.9,687,0,26.53,0,3.38,"CW2020","Under 100M"
"singularitynet","AGIX",2018-04-16,0.23,0.21,110935235.4,74,-0.09,-0.87,-0.09,-2.04,"CW2016","Under 500M"
"biswap","BSW",2022-04-18,1.13,1.21,267377490.7,715,0.07,0.69,0.07,0.52,"CW2020","Under 500M"
"dextools","DEXT",2023-11-19,0.61,0.61,52028315.13,524,0,29.94,0,3.48,"PB2024","Under 100M"
"hackenai","HAI",2021-09-14,0.08,0.08,38007302.71,687,0,14.19,0,2.73,"BR2020","Under 50M"
"marlin","POND",2022-01-12,0.05,0.06,40753425.88,308,0.2,1.3,0.18,0.82,"CW2020","Under 50M"
"decred","DCR",2020-02-19,21.1,19.35,208729359.4,185,-0.08,31.58,-0.09,3.46,"PB2020","Under 500M"
"perpetual-protocol","PERP",2021-07-28,9.95,10.7,467793866.5,521,0.08,5.21,0.07,1.86,"BR2020","Under 500M"
"power-ledger","POWR",2020-12-10,0.1,0.1,41084600.57,339,0,-0.23,0,-0.13,"BR2020","Under 50M"
"wing","WING",2024-01-13,9.13,9,35573923.57,799,-0.01,-0.91,-0.01,-2.6,"PB2024","Under 50M"
"nano","XNO",2023-10-11,0.62,0.62,82555763.61,338,0,31.75,0,3.69,"PB2024","Under 100M"
"fc-barcelona-fan-token","BAR",2020-10-19,5.1,5.08,0,758,0,-0.18,0,-0.3,"BR2020","Under 50M"
"oraichain-token","ORAI",2024-03-20,14.87,16.13,204927055.3,362,0.08,0.68,0.08,0.53,"PB2024","Under 500M"
"apecoin-ape","APE",2022-03-17,1,8.52,2363768053,99,7.52,7.52,2.14,2.14,"CW2020","Under 10B"
"storj","STORJ",2019-12-24,0.1,0.1,13612783.7,262,0,-0.9,0,-2.31,"PB2020","Under 50M"
"propy","PRO",2021-04-27,0.74,0.81,57024633.08,232,0.09,-0.54,0.09,-0.75,"CW2020","Under 100M"
"symbol","XYM",2022-02-16,0.17,0.17,969031519.5,372,0,-0.61,0,-0.93,"CW2020","Under 1B"
"dragonchain","DRGN",2019-03-06,0.08,0.09,21819786.5,755,0.12,-0.78,0.12,-1.53,"PB2020","Under 50M"
"radix-protocol","XRD",2022-08-22,0.06,0.06,0,128,0,-0.61,0,-0.92,"CW2020","Under 50M"
"coin98","C98",2021-10-10,3.54,3.29,609565239.6,267,-0.07,3.23,-0.07,1.45,"BR2020","Under 1B"
"ftx-token","FTT",2022-04-11,45.08,41.42,5681424113,136,-0.08,31.01,-0.08,3.35,"CW2020","Under 10B"
"ankr","ANKR",2022-06-17,0.03,0.03,218892414.1,131,0,0.03,0,-0.03,"CW2020","Under 500M"
"iota","IOTA",2023-10-03,0.15,0.15,422737280,102,0,-0.82,0,-1.65,"PB2024","Under 500M"
"okb","OKB",2021-07-10,9.94,9.72,583323055.3,36,-0.02,4.83,-0.02,1.8,"BR2020","Under 1B"
"zigcoin","ZIG",2022-06-05,0.04,0.04,15313978.14,349,0,-0.18,0,-0.21,"CW2020","Under 50M"
"inverse-finance","INV",2022-08-28,89.28,85.88,8049438.14,801,-0.04,-0.92,-0.04,-2.58,"CW2020","Under 50M"
"decred","DCR",2022-02-08,70.78,68.73,945044488.7,185,-0.03,109.67,-0.03,4.64,"CW2020","Under 1B"
"usdk","USDK",2020-02-04,1,1,28721803.88,800,0,-0.02,0,-0.01,"PB2020","Under 50M"
"verge","XVG",2018-06-16,0.03,0.03,422229893.4,458,0,-0.07,0,-0.07,"CW2016","Under 500M"
"mask-network","MASK",2023-09-14,2.49,2.54,208471355.8,193,0.02,-0.9,0.02,-2.3,"PB2024","Under 500M"
"dextools","DEXT",2021-05-13,0.54,0.51,51257111.68,524,-0.06,28.04,-0.06,3.34,"CW2020","Under 100M"
"ontology","ONT",2022-06-12,0.25,0.24,207714869.5,194,-0.04,-0.93,-0.04,-2.78,"CW2020","Under 500M"
"harvest-finance","FARM",2023-06-06,25.16,25.86,17618207.41,567,0.03,-0.99,0.03,-4.64,"PB2024","Under 50M"
"tether-gold","XAUt",2023-07-19,1976.92,1977.37,487470153.6,125,0,0.39,0,0.28,"PB2024","Under 500M"
"ardor","ARDR",2022-03-24,0.2,0.21,210177946.3,430,0.05,16.8,0.05,2.96,"CW2020","Under 500M"
"toncoin","TON",2021-11-22,3.76,3.52,0,9,-0.06,7.15,-0.07,1.99,"CW2020","Under 50M"
"aergo","AERGO",2021-03-19,0.3,0.34,89284004.77,574,0.13,20.86,0.13,3.12,"CW2020","Under 100M"
"polkastarter","POLS",2022-04-08,1.59,1.49,139243870.6,500,-0.06,Inf,-0.06,Inf,"CW2020","Under 500M"
"cortex","CTXC",2019-06-18,0.25,0.24,36118779.6,532,-0.04,-0.75,-0.04,-1.3,"PB2020","Under 50M"
"orion-xyz","ORN",2021-01-17,2.62,2.83,47824284.81,590,0.08,2.88,0.08,1.4,"BR2020","Under 50M"
"loopring","LRC",2024-03-27,0.42,0.39,536552344.3,177,-0.07,17.08,-0.07,3,"PB2024","Under 1B"
"dero","DERO",2022-05-31,6.3,6.4,80360845.2,644,0.02,2.15,0.02,1.11,"CW2020","Under 100M"
"bitcoin-bep2","BTCB",2023-10-21,29656.81,29946.92,1613564042,205,0.01,2.78,0.01,1.13,"PB2024","Under 10B"
"tether","USDT",2017-11-20,1,1,676262765.8,3,0,0.17,0,0.17,"BR2016","Under 1B"
"orion-xyz","ORN",2022-07-28,1.38,1.44,49333590.51,590,0.04,0.46,0.04,0.55,"CW2020","Under 50M"
"rocket-pool","RPL",2018-12-26,0.5,0.5,0,158,0,1.43,0,0.9,"CW2016","Under 50M"
"tether","USDT",2016-11-11,1,1,6951588.73,3,0,0.07,0,0.07,"BR2016","Under 50M"
"smartofgiving","AOG",2019-06-16,0.16,0.13,7827147.85,617,-0.19,0.04,-0.21,-0.01,"PB2020","Under 50M"
"bone-shibaswap","BONE",2023-04-26,1.07,1.05,241660603.8,351,-0.02,-0.07,-0.02,-0.01,"PB2024","Under 500M"
"algorand","ALGO",2022-09-25,0.38,0.39,2695321922,60,0.03,-0.88,0.03,-2.09,"CW2020","Under 10B"
"kusama","KSM",2020-06-06,6.01,6.09,14537087.1,246,0.01,2.67,0.01,1.28,"BR2020","Under 50M"
"gas","GAS",2021-12-24,6.4,6.52,66001606.39,175,0.02,2.19,0.02,1.06,"CW2020","Under 100M"
"derace","DERC",2023-09-08,0.16,0.16,17092364.4,710,0,-0.8,0,-1.5,"PB2024","Under 50M"
"yield-app","YLD",2024-04-21,0.08,0.08,21134833.85,826,0,-0.72,0,-1.16,NA,"Under 50M"
"gnosis-gno","GNO",2017-08-24,160.65,158.96,175582312.6,97,-0.01,0.91,-0.01,0.7,"BR2016","Under 500M"
"mask-network","MASK",2021-06-22,4.06,3.63,46544036.87,193,-0.11,-0.81,-0.11,-1.66,"CW2020","Under 50M"
"ethernity-chain","ERN",2022-10-25,2.54,2.57,39765023.24,448,0.01,-0.64,0.01,-1.04,"CW2020","Under 50M"
"pancakeswap","CAKE",2021-09-07,24.56,20.76,4539329619,105,-0.15,12.1,-0.17,2.69,"BR2020","Under 10B"
"litecoin","LTC",2014-08-08,7.18,7.06,218656693.1,19,-0.02,0.46,-0.02,0.36,"CW2014","Under 500M"
"burger-cities","BURGER",2023-10-19,0.33,0.32,14659816,793,-0.03,-0.65,-0.03,-0.93,"PB2024","Under 50M"
"fio-protocol","FIO",2023-03-06,0.04,0.04,26714056.63,780,0,-0.79,0,-1.49,"PB2024","Under 50M"
"bifrost","BFC",2022-04-12,0.14,0.15,163165979.7,464,0.07,3.86,0.07,1.53,"CW2020","Under 500M"
"bounce-token","AUCTION",2021-06-03,23.18,24.99,52079724.37,417,0.08,0.04,0.08,0.04,"CW2020","Under 100M"
"raydium","RAY",2022-07-07,0.72,0.75,88362107.06,161,0.04,-0.9,0.04,-2.3,"CW2020","Under 100M"
"energy-web-token","EWT",2021-04-01,16.29,16.33,490857953.7,534,0,13.82,0,2.76,"CW2020","Under 500M"
"centrality","CENNZ",2020-07-28,0.07,0.07,60803772.37,792,0,22.9,0,3.21,"BR2020","Under 100M"
"dash","DASH",2015-10-24,2.32,2.24,13253553.81,178,-0.03,5.25,-0.04,1.89,"PB2016","Under 50M"
"apecoin-ape","APE",2023-11-30,1.58,1.57,580382547.4,99,-0.01,0.51,-0.01,0.39,"PB2024","Under 1B"
"litecoin","LTC",2015-11-15,3.2,3.07,132390856.8,19,-0.04,-0.32,-0.04,-0.44,"PB2016","Under 500M"
"loom-network","LOOM",2021-08-20,0.09,0.1,97789450.4,436,0.11,124.24,0.11,4.82,"BR2020","Under 100M"
"civic","CVC",2023-06-27,0.08,0.09,85571753.44,313,0.12,13.38,0.12,2.85,"PB2024","Under 100M"
"fox-token","FOX",2021-11-25,0.82,0.84,83853835.66,736,0.02,0.47,0.02,0.38,"CW2020","Under 100M"
"livepeer","LPT",2022-08-06,12.01,11.65,283714184.2,142,-0.03,1.72,-0.03,0.83,"CW2020","Under 500M"
"wax","WAXP",2018-10-24,0.08,0.08,75636471.54,255,0,-0.98,0,-4,"CW2016","Under 100M"
"stratos","STOS",2023-05-30,0.53,0.55,11061628.02,730,0.04,-0.32,0.04,-0.47,"PB2024","Under 50M"
"coti","COTI",2022-10-17,0.1,0.1,113024232.2,292,0,10.36,0,2.46,"CW2020","Under 500M"
"casper","CSPR",2022-12-13,0.03,0.03,316550638.4,174,0,-0.95,0,-3.02,"PB2024","Under 500M"
"gas","GAS",2017-09-06,11.05,8.89,74002334.59,175,-0.2,4.02,-0.22,1.6,"CW2016","Under 100M"
"standard-tokenization-protocol","STPT",2022-10-17,0.04,0.04,69487420.66,419,0,12.59,0,2.58,"CW2020","Under 100M"
"synthetix","SNX",2018-04-20,0.43,0.46,27598792.08,87,0.07,-0.07,0.07,-0.05,"CW2016","Under 50M"
"mx-token","MX",2022-05-24,1.52,1.52,151736877.6,138,0,6.78,0,2.15,"CW2020","Under 500M"
"telos","TLOS",2024-03-28,0.36,0.38,142227635.8,356,0.06,1705.83,0.05,7.41,"PB2024","Under 500M"
"audius","AUDIO",2020-12-07,0.16,0.16,19745771.67,263,0,-0.68,0,-1.17,"BR2020","Under 50M"
"radix","EXRD",2024-02-05,0.04,0.04,28625707.17,695,0,-0.72,0,-1.23,"PB2024","Under 50M"
"algorand","ALGO",2022-05-10,0.58,0.58,3982622217,60,0,-0.83,0,-1.71,"CW2020","Under 10B"
"oortech","OORT",2024-03-30,0.86,0.84,38087060.78,862,-0.02,2.63,-0.02,1.27,"PB2024","Under 50M"
"aavegotchi","GHST",2023-01-02,0.98,0.98,44280274.48,454,0,0,0,0.12,"PB2024","Under 50M"
"quickswap-new","QUICK",2024-03-11,0.09,0.09,54169437.1,671,0,-0.93,0,-2.33,"PB2024","Under 100M"
"gmx","GMX",2023-04-15,85.95,87.4,754440200.2,243,0.02,3.68,0.02,1.54,"PB2024","Under 1B"
"kujira","KUJI",2023-11-08,2.28,2.92,0,250,0.28,-0.98,0.25,-3.84,"PB2024","Under 50M"
"okb","OKB",2022-07-03,12.05,12.34,740273939.5,36,0.02,5.38,0.02,1.92,"CW2020","Under 1B"
"decred","DCR",2018-01-12,102.89,116.16,760133986.7,185,0.13,158.22,0.12,5.08,"CW2016","Under 1B"
"gmx","GMX",2022-05-29,18.96,19.48,0,243,0.03,0.07,0.03,0.08,"CW2020","Under 50M"
"creditcoin","CTC",2023-04-01,0.35,0.36,77159656.37,259,0.03,-0.07,0.03,-0.01,"PB2024","Under 100M"
"lazio-fan-token","LAZIO",2021-11-15,8.68,8.56,73613157.3,787,-0.01,-0.75,-0.01,-1.42,"CW2020","Under 100M"
"lto-network","LTO",2021-03-26,0.62,0.73,202494621.2,497,0.18,123.38,0.16,4.77,"CW2020","Under 500M"
"global-currency-reserve","KWD",2017-07-08,0.05,0.05,5006083.4,514,0,41.13,0,3.71,"BR2016","Under 50M"
"gamefi","GAFI",2022-11-09,8.48,7.85,11090635.49,477,-0.07,-0.64,-0.08,-1.04,"CW2020","Under 50M"
"ultra","UOS",2020-01-31,0.05,0.05,10440289.75,556,0,5.16,0,1.85,"PB2020","Under 50M"
"pangolin","PNG",2022-01-29,0.34,0.37,30250055.11,482,0.09,-0.83,0.08,-1.83,"CW2020","Under 50M"
"agoras-tokens","AGRS",2017-11-29,0.56,0.5,21120792,522,-0.11,0.82,-0.11,0.7,"BR2016","Under 50M"
"bnb","BNB",2020-02-10,24.34,25.22,3922374050,4,0.04,91.87,0.04,4.54,"PB2020","Under 10B"
"syscoin","SYS",2019-08-25,0.03,0.03,16346510.59,306,0,3.5,0,1.51,"PB2020","Under 50M"
"nem","XEM",2023-11-16,0.04,0.04,327029090.9,186,0,58.77,0,4.16,"PB2024","Under 500M"
"hifi-finance-new","HIFI",2023-07-11,0.39,0.34,32416534.7,446,-0.13,-0.34,-0.14,-0.38,"PB2024","Under 50M"
"threshold","T",2023-03-31,0.04,0.04,362524183.9,191,0,-0.59,0,-0.85,"PB2024","Under 500M"
"terra-luna","LUNC",2021-09-23,33.19,36.2,14487995727,113,0.09,23.34,0.09,3.24,"BR2020","Under 50B"
"unilend","UFT",2021-04-20,1.51,1.4,21454407.62,722,-0.07,0.84,-0.08,0.63,"CW2020","Under 50M"
"komodo","KMD",2020-06-27,0.65,0.61,72972091.07,586,-0.06,6.39,-0.06,2.04,"BR2020","Under 100M"
"solana","SOL",2022-03-20,92.41,88.61,28388486844,5,-0.04,94.11,-0.04,4.55,"CW2020","Under 50B"
"waves","WAVES",2022-11-16,2.32,2.35,258586265.5,237,0.01,0.07,0.01,0.13,"CW2020","Under 500M"
"counterparty","XCP",2017-06-06,13.31,13.08,34262677.01,817,-0.02,0.15,-0.02,0.25,"CW2016","Under 50M"
"waves","WAVES",2021-06-23,12.48,13.02,1373166868,237,0.04,5.69,0.04,1.95,"CW2020","Under 10B"
"paxos-standard","USDP",2022-09-14,1,1,944924896.3,360,0,-0.01,0,0,"CW2020","Under 1B"
"decentraland","MANA",2018-11-07,0.08,0.08,82203502.15,95,0,3.09,0,1.31,"CW2016","Under 100M"
"eos","EOS",2019-05-22,6.29,5.97,5447639173,91,-0.05,4.53,-0.05,1.64,"PB2020","Under 10B"
"mx-token","MX",2023-06-02,3.21,3.37,336841646.5,138,0.05,14.8,0.05,2.89,"PB2024","Under 500M"
"theta-network","THETA",2022-05-29,1.13,1.17,1171167954,46,0.04,10.69,0.03,2.46,"CW2020","Under 10B"
"aave","AAVE",2022-09-25,75.05,73.77,1039604826,66,-0.02,0.42,-0.02,0.38,"CW2020","Under 10B"
"whiteheart","WHITE",2022-10-31,121.02,119.12,1058717.49,626,-0.02,-0.93,-0.02,-2.74,"CW2020","Under 50M"
"litentry","LIT",2021-06-28,2.19,2.31,52687968.83,656,0.05,-0.53,0.05,-0.69,"CW2020","Under 100M"
"gmx","GMX",2022-12-19,46.28,43.71,365750723.9,243,-0.06,1.39,-0.06,0.86,"PB2024","Under 500M"
"kucoin-token","KCS",2023-04-11,8.61,8.78,863743307,86,0.02,6.5,0.02,2.24,"PB2024","Under 1B"
"math","MATH",2023-12-30,0.22,0.22,24847830.58,652,0,0.64,0,0.53,"PB2024","Under 50M"
"aergo","AERGO",2024-04-24,0.15,0.14,62430212.88,574,-0.07,5.93,-0.07,2.01,NA,"Under 100M"
"rocket-pool","RPL",2021-02-22,11.5,11,113060516.4,158,-0.04,50.36,-0.04,4.04,"BR2020","Under 500M"
"1inch","1INCH",2022-06-11,0.76,0.7,369197321,135,-0.08,-0.67,-0.08,-1.15,"CW2020","Under 500M"
"botto","BOTTO",2022-09-13,0.05,0.04,991214.96,641,-0.2,-0.98,-0.22,-3.97,"CW2020","Under 50M"
"xrp","XRP",2021-09-03,1.25,1.29,60106394915,7,0.03,457.08,0.03,6.08,"BR2020","Under 100B"
"bonfida","FIDA",2022-09-09,0.42,0.45,19905069.08,683,0.07,-0.39,0.07,-0.42,"CW2020","Under 50M"
"dock","DOCK",2021-05-20,0.06,0.06,42782824.39,782,0,43.93,0,3.81,"CW2020","Under 50M"
"smartofgiving","AOG",2023-07-18,0.62,0.62,46052575.4,617,0,Inf,0,Inf,"PB2024","Under 50M"
"vanar","VANRY",2022-05-14,0.04,0.04,27002051.45,272,0,-0.38,0,-0.48,"CW2020","Under 50M"
"gamefi","GAFI",2022-11-05,8.99,9.52,9497075.77,477,0.06,-0.57,0.06,-0.85,"CW2020","Under 50M"
"alephium","ALPH",2023-01-18,0.06,0.07,0,302,0.17,-0.94,0.15,-2.8,"PB2024","Under 50M"
"ontology","ONT",2023-04-22,0.24,0.25,219536328.7,194,0.04,-0.93,0.04,-2.75,"PB2024","Under 500M"
"rlc","RLC",2020-01-16,0.52,0.57,45684437.96,283,0.1,0.65,0.09,0.53,"PB2020","Under 50M"
"parsiq","PRQ",2024-04-17,0.14,0.13,33561457.8,709,-0.07,23.72,-0.07,3.23,"PB2024","Under 50M"
"coinbase-wrapped-staked-eth","cbETH",2022-09-15,1559.73,1398.36,0,216,-0.1,-0.1,-0.11,-0.12,"CW2020","Under 50M"
"monacoin","MONA",2020-10-09,1.22,1.24,81689982.05,823,0.02,50,0.02,4.08,"BR2020","Under 100M"
"usdk","USDK",2023-04-08,1.02,1.01,28940232.33,800,-0.01,-0.06,-0.01,-0.03,"PB2024","Under 50M"
"mines-of-dalarnia","DAR",2022-09-20,0.21,0.2,42593814.73,470,-0.05,-0.95,-0.05,-2.97,"CW2020","Under 50M"
"staika","STIK",2023-04-03,1.33,1.44,0,510,0.08,0.24,0.08,0.23,"PB2024","Under 50M"
"velas","VLX",2022-06-20,0.04,0.04,103157261.4,679,0,14.96,0,2.84,"CW2020","Under 500M"
"dimitra","DMTR",2021-11-02,1.96,2.01,0,499,0.03,-0.59,0.03,-0.86,"CW2020","Under 50M"
"pax-gold","PAXG",2021-03-14,1744.15,1737.07,140780489,160,0,0.35,0,0.25,"CW2020","Under 500M"
"monero","XMR",2017-09-12,112.72,111.89,1686620234,48,-0.01,40.19,-0.01,3.98,"CW2016","Under 10B"
"stader","SD",2023-04-03,1.1,1.17,11834136.75,859,0.06,-0.85,0.06,-1.83,"PB2024","Under 50M"
"celsius","CEL",2023-04-24,0.27,0.29,68135160.8,702,0.07,2.1,0.07,1.29,"PB2024","Under 100M"
"kusama","KSM",2020-01-17,1.06,1.04,0,246,-0.02,-0.41,-0.02,-0.52,"PB2020","Under 50M"
"gemini-dollar","GUSD",2022-02-28,1,1,220301657,449,0,-0.14,0,-0.07,"CW2020","Under 500M"
"arpa-chain","ARPA",2023-07-17,0.05,0.05,64379173.66,472,0,130.15,0,4.91,"PB2024","Under 100M"
"bitcoin-gold","BTG",2020-06-24,9.01,8.64,151263043.1,119,-0.04,-0.98,-0.04,-3.97,"BR2020","Under 500M"
"dego-finance","DEGO",2022-04-28,2.81,2.92,25139214.01,636,0.04,1.4,0.04,0.94,"CW2020","Under 50M"
"metars-genesis","MRS",2024-02-25,1.55,1.55,97512141,367,0,-0.46,0,-0.41,"PB2024","Under 100M"
"mango-markets","MNGO",2021-08-18,0.21,0.22,0,721,0.05,0.16,0.05,0.15,"BR2020","Under 50M"
"wax","WAXP",2019-01-04,0.04,0.04,37211543.41,255,0,-0.99,0,-4.59,"PB2020","Under 50M"
"mx-token","MX",2023-02-01,0.92,0.94,93819464.36,138,0.02,3.52,0.02,1.64,"PB2024","Under 100M"
"yield-app","YLD",2022-07-07,0.08,0.08,15011686.91,826,0,-0.72,0,-1.16,"CW2020","Under 50M"
"uma","UMA",2021-03-01,19.47,20.66,1159174823,265,0.06,18.15,0.06,2.99,"BR2020","Under 10B"
"aelf","ELF",2022-10-05,0.13,0.13,67966898.59,159,0,-0.86,0,-1.95,"CW2020","Under 100M"
"swarm-markets","SMT",2024-01-07,0.31,0.31,10188538.54,820,0,Inf,0,Inf,"PB2024","Under 50M"
"conflux-network","CFX",2022-02-03,0.11,0.11,142524033,85,0,0.14,0,0.2,"CW2020","Under 500M"
"ethereum-pow","ETHW",2023-07-28,1.75,1.76,190232336.3,165,0.01,-0.99,0.01,-4.14,"PB2024","Under 500M"
"lcx","LCX",2023-05-05,0.06,0.06,45396002.81,264,0,12522.37,0,9.39,"PB2024","Under 50M"
"cortex","CTXC",2021-07-10,0.15,0.14,26042246.79,532,-0.07,-0.73,-0.07,-1.24,"BR2020","Under 50M"
"gamefi","GAFI",2023-01-01,6.01,5.92,30560478.5,477,-0.01,-0.74,-0.02,-1.32,"PB2024","Under 50M"
"streamr","DATA",2020-10-21,0.04,0.04,29964767.47,549,0,290.79,0,5.66,"BR2020","Under 50M"
"utrust","UTK",2019-03-14,0.03,0.03,13008218.01,646,0,0.59,0,0.48,"PB2020","Under 50M"
"avinoc","AVINOC",2022-07-20,0.26,0.26,100250059.8,741,0,0.97,0,0.69,"CW2020","Under 500M"
"chaingpt","CGPT",2024-04-09,0.34,0.32,139165703.4,426,-0.06,26.98,-0.06,3.36,"PB2024","Under 500M"
"iota","IOTA",2019-10-20,0.27,0.27,752938604.4,102,0,-0.58,0,-0.86,"PB2020","Under 1B"
"convex-finance","CVX",2021-12-30,43.74,42.92,1885078498,249,-0.02,2.23,-0.02,1.16,"CW2020","Under 10B"
"tether","USDT",2017-06-27,1.01,1.01,145725492,3,0,0.08,0,0.09,"BR2016","Under 500M"
"swissborg","BORG",2024-03-17,0.29,0.31,303846878.5,300,0.07,58.73,0.07,4.24,"PB2024","Under 500M"
"coinex-token","CET",2022-01-02,0.07,0.07,52035432.55,788,0,233.02,0,5.43,"CW2020","Under 100M"
"keep3rv1","KP3R",2023-06-13,51.69,52.77,22435510.15,738,0.02,0.34,0.02,0.42,"PB2024","Under 50M"
"bifrost","BFC",2022-05-22,0.07,0.07,81849876.64,464,0,1.05,0,0.65,"CW2020","Under 100M"
"frax","FRAX",2023-12-03,1,1,669131340.8,217,0,-0.04,0,-0.03,"PB2024","Under 1B"
"cardano","ADA",2020-10-12,0.11,0.11,3423443432,10,0,46.73,0,3.98,"BR2020","Under 10B"
"xrp","XRP",2022-08-26,0.35,0.34,16761909295,7,-0.03,105.68,-0.03,4.7,"CW2020","Under 50B"
"hard-protocol","HARD",2023-05-07,0.16,0.16,21118780.15,785,0,-0.87,0,-2.01,"PB2024","Under 50M"
"chainlink","LINK",2017-11-22,0.16,0.17,58980250,16,0.06,-0.11,0.06,-0.09,"CW2016","Under 100M"
"stasis-euro","EURS",2019-05-29,1.12,1.12,35785864.05,368,0,0,0,-0.02,"PB2020","Under 50M"
"the-sandbox","SAND",2021-01-02,0.04,0.04,23714860.45,82,0,-0.43,0,-0.56,"BR2020","Under 50M"
"clash-of-lilliput","COL",2023-05-18,0.69,0.7,57552993.06,548,0.01,0.04,0.01,0.06,"PB2024","Under 100M"
"myneighboralice","ALICE",2021-08-30,20.54,19.38,445765226.8,478,-0.06,-0.09,-0.06,-0.05,"BR2020","Under 500M"
"dynex","DNX",2023-01-07,0.07,0.1,0,638,0.43,-0.22,0.36,-0.26,"PB2024","Under 50M"
"ocean-protocol","OCEAN",2020-09-22,0.34,0.37,133978837.5,129,0.09,1549.7,0.08,7.43,"BR2020","Under 500M"
"apex-token","APEX",2022-05-07,0.22,0.21,0,394,-0.05,-0.01,-0.05,0,"CW2020","Under 50M"
"loopring","LRC",2018-09-16,0.1,0.1,58889874.09,177,0,-0.31,0,-0.35,"CW2016","Under 100M"
"tectum","TET",2023-11-04,7.12,8.09,7860581.09,455,0.14,0.17,0.13,0.16,"PB2024","Under 50M"
"liquity-usd","LUSD",2021-10-29,1,0.99,715232699.2,416,-0.01,0.01,-0.01,0.03,"BR2020","Under 1B"
"paris-saint-germain-fan-token","PSG",2022-10-19,6.76,6.54,25084051.65,675,-0.03,-0.08,-0.03,-0.08,"CW2020","Under 50M"
"sentinel-protocol","UPP",2021-03-22,0.34,0.3,137643659.3,655,-0.12,4100.86,-0.13,8.32,"CW2020","Under 500M"
"cheelee","CHEEL",2023-04-17,9.45,9.18,0,215,-0.03,1.54,-0.03,0.95,"PB2024","Under 50M"
"qtum","QTUM",2018-12-20,2.24,2.41,214722640.8,163,0.08,-0.61,0.07,-0.94,"CW2016","Under 500M"
"unifi-protocol-dao","UNFI",2024-01-16,6.38,6.43,40335788.64,735,0.01,0.26,0.01,0.21,"PB2024","Under 50M"
"decred","DCR",2023-08-22,13.11,12.77,197093060.7,185,-0.03,19.64,-0.03,2.98,"PB2024","Under 500M"
"chainge","XCHNG",2022-01-28,0.1,0.1,10573460.42,517,0,0.43,0,0.38,"CW2020","Under 50M"
"carbon-browser","CSIX",2023-03-31,0.05,0.05,0,822,0,-0.38,0,-0.47,"PB2024","Under 50M"
"arpa-chain","ARPA",2020-08-08,0.03,0.03,21611557.55,472,0,3.54,0,1.52,"BR2020","Under 50M"
"nano","XNO",2022-02-14,2.11,2.14,284851361.3,338,0.01,118.07,0.01,4.96,"CW2020","Under 500M"
"sovryn","SOV",2022-10-16,0.38,0.39,8862485.29,395,0.03,-0.98,0.03,-4.18,"CW2020","Under 50M"
"civic","CVC",2017-12-23,0.55,0.67,228316335.6,313,0.22,2.46,0.2,1.3,"BR2016","Under 500M"
"dusk","DUSK",2023-11-06,0.13,0.14,57778090.09,350,0.08,-0.57,0.07,-0.68,"PB2024","Under 100M"
"strike","STRK",2024-03-18,13.55,13.35,61917777.55,591,-0.01,-0.92,-0.01,-2.08,"PB2024","Under 100M"
"0x","ZRX",2021-08-09,0.93,0.96,807385542,157,0.03,2.8,0.03,1.42,"BR2020","Under 1B"
"enjin-coin","ENJ",2021-02-01,0.34,0.34,284247218.6,143,0,25.84,0,3.22,"BR2020","Under 500M"
"doge-killer","LEASH",2022-03-08,1083.95,1076.17,0,665,-0.01,0.82,-0.01,0.65,"CW2020","Under 50M"
